Survey_Date,Zone_P_CODE,Woreda_P_CODE,Site_Open_Date,Displacement_Reason,Origin_Region,Origin_Zone,Origin_Woreda,Second_Origin_Region,Second_Origin_Zone,Second_Origin_Woreda,Total_Households,Total_Individuals,First_Arrival_Date,Last_Arrival_Known,Last_Arrival_Date,Previously_Displaced,Currently_Leaving,Has_Prevention_Factors,Prevention_Accessibility,Prevention_Food,Prevention_Housing,Prevention_Security,Prevention_Livelihood,Prevention_Infrastructure,Support_Needs,Need_Livelihood,Need_Land,Need_Documentation,Need_Services,Need_Security,Need_Livestock,Displacement_Month,Has_Different_Second_Origin,Displacement_Duration,Origin_Location,Current_Location,Total_Prevention_Factors,Total_Support_Needs,Is_Winter_Migration,Region_Change,Prevention_Factor_Ratio,Support_Need_Ratio,Displacement_Season_Fall,Displacement_Season_Spring,Displacement_Season_Summer,Displacement_Season_Winter,Preferred_Solution_Reintegration,Preferred_Solution_Relocation,Preferred_Solution_Return,Region_P_CODE_ET02,Region_P_CODE_ET03,Region_P_CODE_ET04,Region_P_CODE_ET05,Household_Size_Category_Very Small,Household_Size_Category_Small,Household_Size_Category_Medium,Household_Size_Category_Large,Household_Size_Category_Very Large,year,month,household_size,fdi_pct_gdp,gdp_usd,gdp_per_capita_usd,remittances_pct_gdp,trade_pct_gdp,adult_literacy_rate,youth_literacy_rate,primary_enrollment,secondary_enrollment,regional_weight
2017-11-16,ET0507,ET050701,2017-02-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,250,1428,2017-02-01,0.1386750490563072,2017-05-23,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,2,0.0,111.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.712,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-17,ET0507,ET050701,2017-09-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,85,571,2017-09-01,0.1386750490563072,2017-05-13,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,9,0.0,0.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.7176470588235295,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-16,ET0507,ET050701,2017-05-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,127,747,2017-05-01,0.1386750490563072,2017-06-21,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,51.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.881889763779528,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-17,ET0507,ET050701,2017-07-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,75,473,2017-07-01,0.1386750490563072,2017-06-19,-0.1647172818672541,-0.2271283812897489,accessibility no livelihood,1.2442173938170624,-4.402796314232057,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,0.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.306666666666667,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-14,ET0507,ET050701,2017-01-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,1202,8055,2017-01-01,0.1386750490563072,2017-06-21,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood basic infrastructures damage,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,3.5982451863446765,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,171.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,1.2949006435891817,0.0,1.0754371404778398,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.701331114808652,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-24,ET0503,ET050303,2017-02-15,Drought,ET05,ET0503,ET050303,Somali,Jarar,Aware,545,3626,2017-02-15,0.1386750490563072,2017-09-28,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,2,0.0,225.0,ET05_ET0503_ET050303,ET05_ET0503_ET050303,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.653211009174312,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-26,ET0503,ET050304,2017-10-01,Drought,ET05,ET0503,ET050304,Somali,Jarar,Tog-Wajale,1367,7827,2017-10-01,0.1386750490563072,2017-12-08,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,10,0.0,68.0,ET05_ET0503_ET050304,ET05_ET0503_ET050304,0.0428616251639721,-0.8077028200332839,-0.7722600223814998,0.0,0.0428616251639715,-0.8077028200332839,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.725676664228237,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-25,ET0503,ET050304,2017-12-01,Drought,ET05,ET0503,ET050304,Somali,Jarar,Gashamo,550,3495,2017-12-01,0.1386750490563072,2017-08-15,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,12,0.0,0.0,ET05_ET0503_ET050304,ET05_ET0503_ET050304,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.3545454545454545,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-26,ET0503,ET050304,2017-01-19,Drought,ET05,ET0503,ET050304,Somali,Jarar,Gashamo,630,3468,2017-01-19,0.1386750490563072,2017-02-08,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,20.0,ET05_ET0503_ET050304,ET05_ET0503_ET050304,0.0428616251639721,-0.8077028200332839,1.2949006435891817,0.0,0.0428616251639715,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.504761904761905,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-24,ET0503,ET050304,2017-02-01,Drought,ET05,ET0503,ET050304,Somali,Jarar,Gashamo,867,5461,2017-02-01,0.1386750490563072,2017-11-23,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,2,0.0,295.0,ET05_ET0503_ET050304,ET05_ET0503_ET050304,0.0428616251639721,-0.8077028200332839,1.2949006435891817,0.0,0.0428616251639715,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.2987312572087655,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-25,ET0503,ET050304,2017-04-01,Drought,ET05,ET0503,ET050304,Somali,Jarar,Gashamo,700,4235,2017-04-01,0.1386750490563072,2017-12-07,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,4,0.0,250.0,ET05_ET0503_ET050304,ET05_ET0503_ET050304,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.05,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-08,ET0502,ET050207,2017-01-19,Drought,ET05,ET0502,ET050207,Somali,Fafan,Hareshen,85,264,2017-01-19,0.1386750490563072,2017-06-13,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood basic infrastructures damage,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,3.5982451863446765,livelihood land resources id documentation access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,3.0318818730794392,0.3771490147280578,1,0.0,145.0,ET05_ET0502_ET050207,ET05_ET0502_ET050207,2.1080126557917094,2.3711275855432548,1.2949006435891817,0.0,2.108012655791709,2.3711275855432548,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,3.1058823529411765,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-12,ET0505,ET050502,2017-01-13,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,122,683,2017-01-13,0.1386750490563072,2017-10-09,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,269.0,ET05_ET0505_ET050502,ET05_ET0505_ET050502,-0.9897138901498964,-1.8673129552254637,1.2949006435891817,0.0,-0.9897138901498972,-1.867312955225464,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.598360655737705,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-15,ET0505,ET050505,2017-07-01,Drought,ET05,ET0505,ET050595,Somali,Korahe,Goglo,74,405,2017-07-01,0.1386750490563072,2017-10-15,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,106.0,ET05_ET0505_ET050595,ET05_ET0505_ET050505,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,5.472972972972973,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-14,ET0505,ET050505,2017-03-01,Drought,ET05,ET0505,ET050595,Somali,Korahe,Goglo,35,176,2017-03-01,0.1386750490563072,2017-08-15,-0.1647172818672541,-0.2271283812897489,lack of security safety no livelihood,-0.8037180680557422,-4.402796314232057,-1.0345590848279278,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,3,0.0,167.0,ET05_ET0505_ET050595,ET05_ET0505_ET050505,-0.9897138901498964,-0.8077028200332839,-0.7722600223814998,0.0,-0.9897138901498972,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,5.0285714285714285,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-14,ET0505,ET050505,2017-01-17,Drought,ET05,ET0505,ET050595,Somali,Korahe,Goglo,65,352,2017-01-17,0.1386750490563072,2017-12-10,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood access services livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,327.0,ET05_ET0505_ET050595,ET05_ET0505_ET050505,-0.9897138901498964,-0.8077028200332839,1.2949006435891817,0.0,-0.9897138901498972,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,5.415384615384616,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-08,ET0505,ET050504,2017-01-01,Drought,ET05,ET0505,ET050504,Somali,Korahe,Debeweyin,122,715,2017-01-01,0.1386750490563072,2017-08-11,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation access services livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,222.0,ET05_ET0505_ET050504,ET05_ET0505_ET050504,-0.9897138901498964,0.2519073151588957,1.2949006435891817,0.0,-0.9897138901498972,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.860655737704918,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-09,ET0505,ET050504,2017-10-01,Drought,ET05,ET0505,ET050504,Somali,Korahe,Debeweyin,155,817,2017-10-01,0.1386750490563072,2017-11-19,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,id documentation livestock restocking,-8.077747210701757,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,10,0.0,49.0,ET05_ET0505_ET050504,ET05_ET0505_ET050504,0.0428616251639721,-1.8673129552254637,-0.7722600223814998,0.0,0.0428616251639715,-1.867312955225464,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.2709677419354835,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-11,ET0505,ET050502,2017-01-17,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,101,525,2017-01-17,0.1386750490563072,2017-08-21,6.071008388821651,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,ID/Documentation,-8.077747210701757,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,-2.651471861118468,1,0.0,216.0,ET05_ET0505_ET050502,ET05_ET0505_ET050502,-0.9897138901498964,-2.926923090417643,1.2949006435891817,0.0,-0.9897138901498972,-2.9269230904176435,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.198019801980198,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-17,ET0505,ET050506,2017-01-19,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,37,247,2017-01-19,0.1386750490563072,2017-10-24,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,278.0,ET05_ET0505_ET050586,ET05_ET0505_ET050506,-0.9897138901498964,-0.8077028200332839,1.2949006435891817,0.0,-0.9897138901498972,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.675675675675675,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-18,ET0505,ET050506,2017-01-20,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,185,1073,2017-01-20,0.1386750490563072,2017-09-20,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,243.0,ET05_ET0505_ET050586,ET05_ET0505_ET050506,0.0428616251639721,-1.8673129552254637,1.2949006435891817,0.0,0.0428616251639715,-1.867312955225464,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.8,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-17,ET0505,ET050506,2017-01-20,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,415,2574,2017-01-20,0.1386750490563072,2017-09-20,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,id documentation livestock restocking,-8.077747210701757,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,243.0,ET05_ET0505_ET050586,ET05_ET0505_ET050506,0.0428616251639721,-1.8673129552254637,1.2949006435891817,0.0,0.0428616251639715,-1.867312955225464,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.202409638554217,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-16,ET0505,ET050506,2017-01-15,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,356,2011,2017-01-15,0.1386750490563072,2017-10-18,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation access services livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,276.0,ET05_ET0505_ET050586,ET05_ET0505_ET050506,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.648876404494382,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-29,ET0508,ET050809,2015-03-06,Drought,ET05,ET0508,ET050809,Somali,Afder,Raso,48,273,2015-03-06,0.1386750490563072,2017-08-09,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,3,0.0,887.0,ET05_ET0508_ET050809,ET05_ET0508_ET050809,-0.9897138901498964,-0.8077028200332839,-0.7722600223814998,0.0,-0.9897138901498972,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,5.6875,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-30,ET0508,ET050809,2017-06-04,Drought,ET05,ET0508,ET050809,Somali,Fafan,Tog-Wajale,123,739,2017-06-04,0.1386750490563072,2017-10-15,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,133.0,ET05_ET0508_ET050809,ET05_ET0508_ET050809,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.008130081300813,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-25,ET0508,ET050808,2017-10-01,Drought,ET05,ET0508,ET050808,Somali,Afder,Chereti/Weyib,972,4957,2017-10-01,0.1386750490563072,2017-02-08,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,0.0,ET05_ET0508_ET050808,ET05_ET0508_ET050808,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.099794238683128,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-23,ET0508,ET050808,2017-10-01,Drought,ET05,ET0508,ET050808,Somali,Afder,Dolobay,603,3167,2017-10-01,0.1386750490563072,2017-10-08,-0.1647172818672541,-0.2271283812897489,accessibility no livelihood,1.2442173938170624,-4.402796314232057,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,-2.651471861118468,10,0.0,7.0,ET05_ET0508_ET050808,ET05_ET0508_ET050808,-0.9897138901498964,-1.8673129552254637,-0.7722600223814998,0.0,-0.9897138901498972,-1.867312955225464,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.252072968490879,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-12,ET0508,ET0508061,2017-10-01,Drought,ET05,ET0508,ET050806,Somali,Fafan,Tog-Wajale,203,1217,2017-10-01,0.1386750490563072,2017-10-15,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,10,0.0,14.0,ET05_ET0508_ET050806,ET05_ET0508_ET0508061,-0.9897138901498964,-0.8077028200332839,-0.7722600223814998,0.0,-0.9897138901498972,-0.8077028200332839,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.995073891625616,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-15,ET0504,ET050403,2017-10-01,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,91,647,2017-10-01,0.1386750490563072,2017-02-05,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,0.0,ET05_ET0510_ET051003,ET05_ET0504_ET050403,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,7.1098901098901095,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
